Word,idf
ОРЕНБУРГСКАЯ,5.081402454046285
EASYBRAIN,4.689462925113487
SUDOKU,4.940985275216537
ADVENTURE,4.302886101525528
RELAX,6.0177368431849905
BLOCKPUZZLE,5.75736655716243
САМАРСКАЯ,3.3452582535917146
CUBE,4.405530075966228
FUGO,3.2478984337259553
WOW,3.282506849077072
КОСТРОМСКАЯ,6.184125322955159
КОСТРОМА,6.283428636170512
KICKTHEBUDDY,9.18512321189694
PLAYGENDARY,7.264371622477783
IO,5.637793010732259
HARVEST,7.731286305867745
САРАТОВСКАЯ,4.519401479469699
CASHMAKERZ,13.573380396321458
SUPERCARSOUNDBOARD,13.573380396321458
САРАТОВ,4.621098571730985
КРАСНОДАРСКИЙ,2.707319851810617
FI,6.170319305231367
ZOMBIECATCHERS,6.391408295841111
КРАСНОДАР,2.9759834537808203
TWOMENANDADOG,6.241992705275708
КОМИ,5.8029461549138155
WATERSORT3D,8.664408756001702
PLAYSPARE,8.660725510585406
СЫКТЫВКАР,6.3245207683915465
DEUSCRAFT,7.002497433981874
TURBOTEAM,7.024445217624442
СТРОИТЕЛЬ,9.504353642083647
IOS_1471,3.932622174881535
БЕЛГОРОДСКАЯ,5.438912826043896
1369521645,5.6181306998498215
KAROLINAALEKSANDROVA,5.701687731997813
FASTRAMCLEANER,5.701687731997813
NFS14_ROW,6.359980344513368
ПЕНЗА,5.827079734090019
EA,4.7712338520246975
ПЕНЗЕНСКАЯ,5.712616802530003
1543158709,8.328991371798978
ЛОБНЯ,7.9936505703352365
IOS_1254,4.4454981467857975
МОСКОВСКАЯ,3.8273949667627725
САРОВ,8.933808783616035
FUNCRAFT,11.963942483887358
MERGETOWER,13.167915288213294
ТИХОРЕЦК,8.318492587700758
PIRIFORM,5.855361790110696
CCLEANER,5.855361790110696
CLASSICPUZZLEGAME,10.223476309046854
DRAGTOMERGE,13.167915288213294
MERGE2048,10.482337942963143
PANDAPOP,10.003847699840088
GP,5.087368322388796
SGN,8.152845397049173
BATTLE,5.380948285598422
WILDLIFE,7.69564461454182
ZOOBA,7.701262606846043
ROYALE,7.312843366010867
HOMESCAPES,6.178272849758973
PLAYRIX,4.879799887599458
САМАРА,3.6553491183444895
BOARD,6.560364606681828
GARDENSCAPES,6.330582473527703
CAR,5.92678781086226
SIMULATOR,5.026337182936335
OPPANAGAMES,6.765445452621532
AOW,7.194105676344033
GEARGAMES,7.193257859421693
AVAST,5.985309915594755
MOBILESECURITY,6.130887673527018
AXLEBOLT,4.264960954185641
STANDOFF2,4.26450776828103
ТОЛЬЯТТИ,6.0817349227163255
GLUUMI,14.266527576881403
ESATMONI,14.266527576881403
GUNFIT,14.266527576881403
АНАПА,6.690430236258292
GOPLAYTODAY,6.645822490043142
GUILDOFHEROES,6.736047581635868
АНГАРСК,6.673153383760113
ИРКУТСКАЯ,4.204328333190455
IOS_146,3.3001585456329647
1214765807,9.02478056182176
HOME,7.049084145184871
ZYMOBILE,8.105320255186328
DREAM,7.935025726987712
PUSHBALLS,11.433314232825188
СВЕРДЛОВСКАЯ,2.68265914310061
ЕКАТЕРИНБУРГ,2.816818840335088
TEAMTOGAMES,11.433314232825188
BLASTGAME,9.812180280627896
OWLPOP,9.812180280627896
РОСТОВСКАЯ,3.7197923730727602
MOBILE,4.676450245369788
PHOTOSTRANA,5.4524943752286195
РОСТОВ-НА-ДОНУ,3.9197012638090296
ЧИТА,4.753715046980805
ЗАБАЙКАЛЬСКИЙ,4.699072357738103
НЕМАН,10.139393191836312
TOPFACE,7.046885536750668
КАЛИНИНГРАДСКАЯ,5.420462386188523
1016489154,5.503725089435293
NEVOGAMES,8.109548591295848
IWITCH,8.109548591295848
KONGREGATE,7.388201108590079
ADVENTURECOMMUNIST,8.265112698920253
GOOGLE,4.737297205329247
PATIENCE,5.924164076500825
CARD,5.182884857951178
KLONDIKE,4.575305457512302
CLEANER,5.785998369836758
GREENROCKET,9.040780903168203
EMPIRES,4.619869633314292
SMALLGIANTGAMES,4.549670852727329
LINKDESKS,5.559375401542001
ANDROID_811,5.47367428824071
JEWELLEGEND,5.752940881059278
BEST,8.845992577609119
DRIVING,7.69564461454182
PARKING,7.515426107944643
VHG,12.187086035201569
SCHOOL,9.062520889804608
FIFAMOBILE,5.727572893683654
ОРЛОВСКАЯ,6.148916830415176
ОРЁЛ,6.3366811471389
MGS,7.62143660737576
RACING,6.100027257726351
SNIPER1,7.622737843733732
FNF,5.5804358490033525
КРАСНОЯРСКИЙ,4.521332603339869
КРАСНОЯРСК,4.887626563361303
HYPERCAT,7.997431293175143
(ЯКУТИЯ),5.151707406762633
НЕРЮНГРИ,8.566084003490717
САХА,5.151707406762633
MEMESWARS,8.267591014934721
УЛЬЯНОВСКАЯ,5.705700348445105
БРИГАДИРОВКА,11.493938854641623
CHALOAPPS,6.674161448361608
WORDSEARCHSEA,4.914948093212496
EIGHTBALLPOOL,6.818193715983928
MINICLIP,5.941221547128822
ЯМАЛО-НЕНЕЦКИЙ,6.448097304810747
1542930270,10.552955510177096
НОЯБРЬСК,8.675540596370547
АО,4.803717888209184
MATCHINGHAM,7.570728659822912
BETHEJUDGE,9.69181659837802
ХАНТЫ-МАНСИЙСКИЙ,5.108849857488527
СУРГУТ,5.627116752740917
BUBBLE,5.0520955870019675
MINT,6.118371136959779
SUKHAVATI,6.101163944407421
GOTOPLAYING,6.162126268959791
BUBBLESHOOTER,5.78103147220842
ARROWFEST,7.241878546427767
NANOTRIBE,7.239213062841627
ANMP,6.893153266971355
GAMELOFT,6.885025682374697
GLOFTGGHM,8.113794882177299
CUTEJELLY,12.474768107653349
FRUIT,8.282591296194214
ND,12.474768107653349
FARMDELUXE,12.474768107653349
JEWELS,7.46191305681878
TESKIN,8.331633381261817
COMBO,7.584418979431595
ЕВРЕЙСКАЯ,7.871265978765955
БИРОБИДЖАН,8.022360676217668
MATCHER,7.584418979431595
ЭЛ,6.38837224037808
МАРИЙ,6.38837224037808
ЙОШКАР-ОЛА,6.484554342447019
FIDGETTRADING,5.418880221169516
NEXONM,7.094870754112889
DOMINATIONS,7.094870754112889
ADK,7.094870754112889
MERGETOWN,8.74107463774962
FOTOABLE,8.698183073120306
ПРИМОРСКИЙ,4.235614736090037
ACTION,4.8580743233162575
ВОРОНЕЖ,4.396751938830812
ВОРОНЕЖСКАЯ,4.346182907278853
MERGE,4.203304966224117
ИРКУТСК,4.659561045464261
WINNER,4.646597282220107
DANCING,5.513630052106098
HOP,5.512524643387142
BEATRACING,6.886271788454944
CIRCLES,5.624465403419297
BEAT,5.507800969039366
PIANO,6.377443169845889
SMASH,5.472157297658533
TILES,5.499042702231945
SHOOTER2,7.190718712903017
SPACE,6.751727816392733
KAYAC,6.502656289061182
BALL_RUN,6.853160241186163
BOTTLE,7.152571467315369
1579630531,9.897079724414382
CITYBAY,8.391596846029373
CITYBUILDING,8.388791795101765
FARMING,7.893207787304391
ЛЫСЬВА,8.186594381785813
ПЕРМСКИЙ,4.624859437271329
PLNTCRFT,9.073570725991193
CRAFTGAMES,9.009032204853622
ВОЛГОГРАД,4.720858478986087
GLOFTDMHM,8.679278918481154
ВОЛГОГРАДСКАЯ,4.575429112761626
КАМЧАТСКИЙ,6.400955819196613
ЕЛИЗОВО,8.47656740598415
ZBS,5.640479980553084
GLU,5.63493484515667
BEATSTAR,8.17070301444918
SPACEAPEGAMES,7.737108738619178
INTEGRAGAMES,9.504353642083647
OPENHOUSE,9.603088482769337
TURKUVAZ,14.266527576881403
FOTOMAC,14.266527576881403
ВЛАДИВОСТОК,4.651789332757479
QUIZZLAND,6.436499494347564
XMONETIZE,6.4337200603565385
POLYGON2D,10.683008638425294
EUROPOSIT,6.7866634457163775
COLORINGPUZZLE,10.65560966423718
УССУРИЙСК,7.39232908142811
PENCIL,8.175217694803706
MADNESS,8.135301087398263
ТАГИЛ,6.708532618350598
POCKETSURVIVOREXPANSION,10.800791674081678
ASGAMES,10.800791674081678
DEVELOP,10.683008638425294
SPACEGAME,6.226080695578294
HOMEDESIGN,6.163033298500435
MARULGAMES,5.729139678179647
WORDSURF,5.729139678179647
SHOOTING,6.12417330003157
ЧЕЛЯБИНСК,4.760611370334339
POOL,6.203149754514377
ЧЕЛЯБИНСКАЯ,4.347658922306973
BALL,5.645515056826169
BILLIARDS,6.233518078284736
IOS_1442,4.57617136553276
1577330287,11.088473746533458
AOS,6.437295039337812
JEWELBLAST,8.402896401283307
SUPERBOX,6.672649732276286
MERGEGAMES,7.463022319273065
MYTH,7.463022319273065
OUTFIT7,5.512209036630537
ПЕРМЬ,4.804028688522487
MYTALKINGANGELA2,5.695604063044199
LIHUHU,5.895054039814572
AND,5.8186844635999595
MATCHPAIR3D,7.475306114155218
MADOUT,5.516795112510594
BIG,5.474889539795406
ХАБАРОВСКИЙ,4.731859848256696
1498948092,10.89923174689493
ХАБАРОВСК,4.937959823540571
MINDMILL,9.661357390893313
BLOCK,4.901836545075296
1487577946,9.479035834099358
FILLWOODENEIGHT,10.505327461187841
LHPSTUDIO,7.0215860305443965
MY,4.684623648472738
KINGDOM,5.622349373710677
RPG,5.501225088133208
ЧЕБОКСАРЫ,5.946566554994875
ЧУВАШИЯ,5.804635701250255
HC,5.661506675099647
SUPERCELL,5.498264431510117
HAYDAY,5.497953292739717
BULLETECHO,6.103441201298189
ZEPTOLAB,4.9528186719281875
SORT,4.335911356957023
ЛИПЕЦКАЯ,5.6227017345318
SORTPUZ,4.843336443076444
ЛИПЕЦК,5.753744093953866
WATER,4.402196739546469
GAMESWING,9.61256722672388
STUNTDRIVING,9.976068135733012
IMPOSSIBLETRACKS,9.203932543854437
SIMULATOR2,10.018032334832045
SHOOTER,4.970468329502683
POP,6.00010610389685
DRAGON,6.571224441917837
ИВАНТЕЕВКА,8.361165728826833
LIGHTNEER,7.054233108381063
BAZOOKABOY,7.0646112593497765
IOS_1401,6.936122365037002
MINIWORLDBLOCK,8.909941302209392
KRAFTING202,8.909941302209392
ТУЛА,5.5725280093593215
COLORING,4.761206829972329
DRAWING,5.811422577778588
ТУЛЬСКАЯ,5.271982818556892
PIXEL,4.840592071348341
NONOGRAM,6.174288170157193
SK,7.264371622477783
INLOGIC,8.628172907547658
HILLZOMBIERACINGEARNTODIE,9.04617175180308
BLUE,7.042502768595574
ANIMATION,8.128800522795169
STICKMAN,6.234167428956903
RED,6.461052951610547
ДАГЕСТАН,4.532228202749267
GELANDEWAGEN,10.65560966423718
МАХАЧКАЛА,4.972949606335165
VAYCG,10.65560966423718
NONSTOP,10.970690710877074
FLAREGAMES,8.394409787405987
ORANGEAPPS,5.441408606536343
PIRATETREASURE,5.602640006314362
APALON,6.600774145019705
MYCLOCKFREE,6.637037660487409
1300588558,5.114664134664197
V4,8.482702394551666
РУЗАЕВКА,9.495842952415739
EXISTAGE,9.014254148834773
МОРДОВИЯ,6.413699764599659
ROPE,7.9749584373230835
SUPERHERO,7.365796912836231
CITY,5.962032678917837
CRIME,6.810073021705194
SPIDER,5.780412341036028
ORIGIN,10.416379975171346
WAR,6.63412645027995
1519174001,9.495842952415739
КУРСК,6.198124618311704
КУРСКАЯ,5.913737441756776
CANDYVALLEY,7.341915180832844
STORY,6.3530065595975085
УЛЬЯНОВСК,5.83184680703963
LOVE,6.598901485296413
IOS_1112,9.671407726746814
597986893,8.128800522795169
1560632350,9.651407060040144
APPLICATIONS,5.652026202998169
TOOLS,7.074345518168158
MERGEGAME,6.755549824867308
БАРНАУЛ,4.403757857623835
EASYFUN,8.186594381785813
BARSSTUDIOS,7.864610380154218
CRAFTHEIM,7.954792767728489
HAIRCHALLENGE,6.061309150485992
UPPERPIK,6.063223550086121
XSUPERCLEAN,8.50133647409656
LUDASHI,8.417202796934545
ТАМБОВ,6.173982312990105
ТАМБОВСКАЯ,6.032758867664306
1452227871,7.29956043826742
ES,5.6982611152811655
ПОЛЕВСКОЙ,8.520324386341251
DRAGONCITY,6.997607448687682
SOCIALPOINT,5.712231297513664
AIR,5.751937771335281
COOKIEJAM,9.989861457865349
1526121033,7.254412282575024
UNBLOCK,8.872900030529042
ROLL,9.470737031284662
HYPERMONKGAMES,8.837181947926963
PARKINGTOW,8.837181947926963
JP,6.053145839846831
SSIMULATOR,8.790064024949894
GARUD,8.790064024949894
АЛЬМЕТЬЕВСК,6.814705340353474
EASY,5.775062534037898
ANDROID_51,4.700682945950828
SOLVER,5.826431435850133
BESTFIENDS,5.38844832075497
SERIOUSLY,5.348412917406875
1477830078,13.167915288213294
POKERIST,7.742965270731891
KAMAGAMES,6.954641412804239
RASTRAGAMES,8.155060237378725
GEMSCLICKER,8.146230157930454
MACHINGTRIPLE,7.963908601136499
IOS_1034,6.361085927821118
911121200,8.582947809542722
КАЛУГА,6.0867670831815035
APP,4.970560118937784
IBISPAINTX,6.853160241186163
IBIS,6.84535004828601
КАЛУЖСКАЯ,5.589428867955544
NE,6.843556325831983
BAZARBLOT,7.52719094952423
BLOTCLUBAM,7.52719094952423
CASUAL,4.980801477999331
JAUMO,9.812180280627896
GOESCAPE,8.402896401283307
CUSTOM,8.255260402477242
CMCM,7.415342649387661
JELLYBLAST,7.416401410735903
QIIWI,6.06596477987284
WORDINGTON,6.085366718857994
CASINO,6.992741259036509
TYCOON,5.470339941410951
TW,9.216671569631867
1546447477,9.107472277666874
ЮГОРСК,8.621080679238165
1560113405,9.154539788524861
GT,9.422340490422812
STUNT,8.683031268099704
TT,9.191353761647576
КЫЗЫЛ,7.457488270838424
MEGA,8.467434922420878
ТУВА,7.424912100403811
RAMP,7.457488270838424
BIKE,7.917388585501606
KING,6.531968732526647
БАЛАШИХА,6.977599882360147
CANDYCRUSHSAGA,7.258022394799124
ME,5.966744404931616
ZAHLEB,7.638486200701871
CDGAMES,6.271558054183526
FIDGET3D,6.261828066331854
1104692136,8.024304311426238
IOS_1251,7.20690994859002
ZAKG,7.464132813557093
HELLGAME,7.3577727975661835
SCARYTEACHER,7.431342990734102
ЖЕЛЕЗНОГОРСК,7.721177916546984
КАЛИНИНГРАД,5.546720125403449
1551922369,11.131033360952253
GOOG,5.132528438161944
MKX,5.216238593053448
WB,5.132312595294712
YOYPO,11.047651752013204
SKILLFINGER,11.047651752013204
1359706682,6.617787787925161
IOS_144,5.411291953674436
KUCHAKNIG,7.355776788919468
FREEBOOKS,7.355776788919468
IDLEBUTTON,8.115924808435125
GREENBUTTONGAMES,7.42812237603406
1556070521,9.438213839579102
КУЕДА,11.963942483887358
HYPERBEARD,6.3374010895746045
ADORABLEHOME,6.795164488694306
BIGCAKE,5.499977427335053
DICEMERGE,8.29017666758347
ARTLIFE,7.474183149410594
COLORINGBOOK,8.252812420838602
1464689103,7.756269236358254
MATCH,5.177225533282277
CONNECT,6.555426325041246
TILE,6.03541773655325
АЛЕКСАНДРОВ,7.6504623917485866
664575829,7.389231505383975
ВЛАДИМИРСКАЯ,5.324589662625046
БЕЖЕЦК,9.54802870558631
DOP2,5.949005580594234
PLAYSTROM,5.170812730746524
TOWNSHIP,6.035950359734949
COFFEESHOP,6.386479375909826
MELESTA,6.325232005974872
ZEN,8.909941302209392
ЯКУТСК,5.268143566828867
GLORYGAME,6.729630447315234
TILEBLAST,6.748463395648326
NOTDOPPLER,6.544292832171797
EARNTODIE2,6.659643045661774
TWO,7.598299328464001
DROPPING,8.89124916919724
JUNGLE,8.705845945865876
BP,7.164028221106755
ONET,6.715866333776068
MAHJONG,6.699181900868164
PIRATE,4.50771903571472
YOURSTORYINTERACTIVE,4.511946147599827
SAILS,4.511946147599827
MERGEPUZZLE,7.580666629813044
CREED,6.837600382079132
NINJA,6.569406259598779
REAL3D,6.803738419468956
SNIPER,6.511188764034903
NEXTERS,4.586558645989569
КОММУНАР,9.361252798442974
ЛЕНИНГРАДСКАЯ,5.651119337968211
HEROWARS,4.594782944472948
1500726361,8.400059519948107
AB,7.708329774069135
RCDHDSE,8.076212171028256
CLOCKMAKER,6.269200753883306
НАБЕРЕЖНЫЕ,5.968485915509839
ЧЕЛНЫ,5.968236942522122
BELKATECHNOLOGIES,6.269200753883306
1506541159,12.880233215761512
1500251668,8.133129533884755
BETTERFORSOL,8.589773774613121
PT,11.175485123523087
TRACTORGAMES,12.187086035201569
FARMINGSIMULATOR,11.963942483887358
TRACTORDRIVINGGAMES,12.069302999545185
УЛАН-УДЭ,5.828377592805619
БУРЯТИЯ,5.714160310457512
REALFARMINGGAMES,12.187086035201569
FS14,12.069302999545185
NATION,6.686338158936863
CLUB,6.653696546474047
VILLA,7.477555833889234
ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ,6.674161448361608
XEEYK,10.416379975171346
GONATIVE,10.416379975171346
БОДАЙБО,9.18512321189694
CLOUDYCASTLEGAMES,5.984550518013645
WORDLINE,5.984550518013645
FANATEE,6.7248444769992926
CODY,6.957315211188641
FUNKIN,6.329152880718109
OS,5.348412917406875
NIGHT,6.226725233144919
FRIDAY,6.254840847753557
FALCON,5.662056377358105
1387897651,8.607045361121783
IOS_1031,10.552955510177096
CHILLYROOM,6.142969741819753
DUNGEONSHOOTER,6.163941151490614
ALPHAQUEST,10.482337942963143
PET,8.272566149574834
GMA,5.325898392035765
СТЕРЛИТАМАК,6.985830381496663
ROBOT,7.36479037022483
MIZO,9.631798588651767
SHARK,9.276094990102667
TRANSFORMING,11.558477375779194
GPLAY,5.910677535873929
FISHDOMDD,6.605942115178148
AGMINSTRUMENTS,7.432418838067565
DRUMPADMACHINE,7.432418838067565
AASTUDIO,5.688803885725134
LONGNARDS,5.7681095407915
ORG,5.355132469635713
STRATEGY,5.660774208485686
EVOLUTION2,6.606884622316722
AMONG,8.845992577609119
НАХАБИНО,8.90523541117198
IMPOSTOR,6.676686064698746
HUNGRYSHARKWORLD,8.265112698920253
UBISOFT,7.117395978323997
MERGEMANIA,6.558566045045914
PIRATETREASURES2,7.783420225424205
TAPCLAP,7.778843558396793
AUDIO,8.828448267958208
&,6.9321982265808675
MUSIC,5.816543135158616
RRONLINE,7.709749220723361
TWOHEADEDSHARK,7.517768029389725
BATTLECATSEN,8.026251731710634
PONOS,8.022360676217668
CO,6.500110678861748
MR,8.841577559400001
SLICE,9.61256722672388
HYPERHUG,9.812180280627896
BRAIN,6.39369140185568
OUT,7.69564461454182
КАСПИЙСК,7.59322960911375
QUIZ,7.647788593364184
MIND,7.737108738619178
RHYTHM,7.028030735987039
DASH,7.164028221106755
PAINO,6.047740421279923
ХАСАВЮРТ,7.421712097673141
APPSPOT,9.422340490422812
CROSSWORD,7.9712615754417575
ORIUM_BLOG,9.83571077803809
DAILY,7.366804469596531
FREECELL,6.905152147904055
BRIDGERACE,7.463022319273065
GARAWELL,7.463022319273065
КОВРОВ,7.734193284659054
КЕМЕРОВСКАЯ,4.497886567115042
МЕЖДУРЕЧЕНСК,7.816057154737227
HOLLOWDOGS,6.395216373557997
STONEGRINDER,6.395216373557997
АМУРСКАЯ,5.8796708871931695
БЛАГОВЕЩЕНСК,6.125337783423712
BFG,8.978260546186869
WHITEDOT,8.983323848143415
306310789,7.517768029389725
IOS_1441,6.225114667488357
GPP,6.994129184311357
IDLECONSTRUCTION,8.845992577609119
ВЕЛИКИЙ,6.415644912071552
JUNKREMOVAL,7.247230923166359
PRO,6.769320353678086
НОВГОРОДСКАЯ,6.390268694578177
КУРГАНСКАЯ,6.178580022238734
КУРГАН,6.297861876415168
1563408990,9.872078422208965
610391947,9.85980832961715
СВЕТЛОГРАД,8.900551561859553
TUTOTOONS,10.437886180392308
LOLSURPRISEDISCOHOUSE,11.175485123523087
DUCKTRINE,8.603567096745458
PLUGHEAD,8.603567096745458
GMSOFT,7.7026720503492765
SKANWORD_ZAIKA_MOYA,7.841658552976016
MAGAZINES,7.699855147078162
BABA,7.20690994859002
ROVIO,6.682771276174292
KETCHAPP,5.969981056580789
RIDER,6.713240971280984
HYPER,7.409013514336014
CARE,10.259194391648933
PULL,9.83571077803809
BEARS,10.800791674081678
JAM,7.2799611174749765
PINS,10.800791674081678
FIREBYTEMONEE,8.214438407956987
MAKEOVERRUN,8.214438407956987
RUSH,6.990662976334871
MUSCLE,7.094870754112889
УДМУРТИЯ,4.99471588281712
ИЖЕВСК,5.147206603292389
DREAMGAMES,7.631894219019718
ЕМАНЖЕЛИНСК,9.276094990102667
ROYALMATCH,7.633209143601027
MAKE,7.651801976677643
ИНГУШЕТИЯ,7.143660918282321
НАЗРАНЬ,7.218141168159521
СЕГЕЖА,9.823876320391086
КАРЕЛИЯ,6.237420522261668
GARAGE,8.586354967864336
RETRO,8.60010088876897
1407852246,6.880676498756195
MUNCHKIN,13.573380396321458
MICROFUN,13.573380396321458
GALARDOST,9.521595448518154
ESCAPE,7.931473325383345
AIRFORCE,6.910247700330656
ACCOVENANT,9.310700519280143
РЯЗАНЬ,6.123010171083924
РЯЗАНСКАЯ,6.002937144264084
LITRES,5.667570083662527
READFREE,5.667570083662527
TIME,6.84954795550025
TRIGGER,7.558443493028334
DYSUGAR,9.651407060040144
PRINCE,9.61256722672388
ROOFRAILS,9.603088482769337
PIXELBOX,9.603088482769337
ВЛАДИМИР,6.000363140268911
1527708035,11.433314232825188
ADVENTUREMINER,9.02478056182176
IZYPLAY,8.948407583037188
FUNPLUS,8.118059280963758
FAMILYFARM,8.270075488262382
964436963,8.342271779466872
DOP3,7.057187320278494
STAR,6.609717485401025
CATWALK,6.673657289036585
FASHION,5.961537996741042
FARM,5.783718812326997
CARDGAMES,5.70665811118473
FRIENDS,6.0717459384380446
FUN,5.368845263427179
COOKINGDIARY,7.81922171434019
ANDROID_444,5.906222141002311
MYTONA,6.987898634560722
КРАСНОЗНАМЕНСК,8.586354967864336
GREENBOXSTUDIO,12.474768107653349
TANKSDEFENCE,12.474768107653349
ANDROID_712,5.303879629140844
GEMSJEWELS,7.982393415810602
BESTHEART,7.982393415810602
JUNGLEPUZZLEGAME,7.982393415810602
IRONHIDEGAMES,9.54802870558631
KINGDOMRUSH,9.712650685280863
868013618,7.706912339388162
DOWNLOAD,6.706968080873704
MUSIC_VK,6.8216943029892105
351331194,5.1463307547581865
MAKEUPARTIST,7.5367035063919285
BEAUTYSALON,7.5367035063919285
TROJANWAR,10.395326565973512
MEGAADSGAMES,10.395326565973512
HIGHHEELS,7.451984679621446
UNCOSOFT,7.363784839722811
VIZORAPPS,5.650032184391304
OIL,6.413311188725332
CANVAS,6.484971617646064
IDLE,5.180390808364527
MARKET,7.729835979290098
CODIGAMES,5.703787570509196
BELKAGAMES,7.1388338775340054
ADDSWHILESSUFFERS,11.322088597714963
BINDS,11.322088597714963
THEME,7.886405039981638
PARK,7.888101393229817
WSJOURNEY,10.970690710877074
PLAYVALVE,10.832540372396258
ЗЕЛЕНОДОЛЬСК,8.886630223340944
SANDER3D,9.406715172519732
KILOO,4.917295206038602
SUBWAYSURF,4.917295206038602
MOBILEPROJECTOR,9.935794236595072
PHONEPROJECTOR,10.076872834854978
VIDEOPROJECTOR,9.897079724414382
CS,8.757139240253426
FOLLOWCIRCLES,6.891898561662459
TRADINGMASTER,6.88129665381483
BUILDINGCRAFT,7.57568529946284
MOON,7.574443834374775
AL,7.4697038586065485
REALDRIVE,7.552357046971932
CRAZYDINER,8.603567096745458
SMARTFUNAPPS,8.709699515181866
АНЖЕРО-СУДЖЕНСК,8.520324386341251
НАЛЬЧИК,6.250209678377989
КАБАРДИНО-БАЛКАРИЯ,6.065415932438645
ДИМИТРОВГРАД,8.470469826116032
DRAGONFIRE,8.051919478459212
ТАГАНРОГ,6.938090223986242
PIXONIC,5.860712973448556
WWR,5.871954099013077
NER,7.320513585782177
SOLITAIREKLONDIKE,7.651801976677643
AT,7.316671121880631
ROBLOX,7.835196494947925
CLIENT,6.187529318196249
HIDEANDSEEK,7.044691751592955
SEENAX,7.354780276629729
ПСКОВ,6.864076056063159
ПСКОВСКАЯ,6.414088491523894
КИРОВ,5.895054039814572
КИРОВСКАЯ,5.909268423381492
GOLDANDGOBLINS,5.844744570269825
REDCELL,5.844744570269825
AVAKINLIFE,6.084247837622386
LOCKWOODPUBLISHING,6.074510662344528
BRICKS,7.003898975907163
GLOW,9.096043581843253
BROUNCE,8.721350132401842
BALLS,6.560364606681828
BREAKER,8.010777535128037
BALLZ,8.122341942755758
